Eigentumswohnungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,,2021,,
Block, Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² , Anzahl , Mittelwert KP/m² ,
075003, 2 , 943 ,,, 3 , 968 ,,,,, 1 , 848 , 3 ," 1,084 ", 1 , 891 , 3 ," 1,001 ", 1 , 842 , 3 ," 1,031 ", 9 ," 2,357 ", 10 ," 2,482 ", 3 ," 1,979 ", 1 ," 3,608 ", 1 ," 2,439 ", 2 ," 3,335 ",,, 2 ," 6,056 ", 4 ," 4,947 ", 1 ," 5,627 ", 1 ," 5,553 ",
075004, 2 ," 1,395 ", 1 ," 1,493 ", 1 ," 1,314 ", 1 ," 1,787 ", 2 ," 1,543 ", 1 ," 1,472 ", 1 ," 1,730 ", 3 ," 2,181 ", 1 ," 1,334 ", 1 ," 2,074 ", 3 ," 3,175 ", 11 ," 3,198 ", 7 ," 3,514 ", 6 ," 4,167 ", 31 ," 2,580 ", 30 ," 2,576 ", 29 ," 3,798 ", 14 ," 3,557 ", 6 ," 3,014 ", 5 ," 5,066 ", 5 ," 5,289 ", 3 ," 3,121 ",
075005,,, 2 ," 1,197 ", 2 , 668 ,,, 2 ," 1,194 ", 1 ," 1,150 ", 1 ," 1,678 ", 1 ," 1,325 ", 5 , 908 ,,, 2 ," 1,269 ", 3 ," 1,828 ",,, 3 ," 2,587 ",,, 2 ," 3,907 ", 2 ," 4,115 ",,,,, 1 ," 4,821 ",,,,,
075006, 1 ," 1,503 ",,,,,,,,, 1 ,,,,,, 3 ," 1,072 ",,, 1 ," 1,457 ", 2 ," 2,414 ", 1 ," 1,214 ", 2 ," 3,133 ", 1 ," 2,732 ", 1 ," 2,116 ", 48 ," 3,383 ", 6 ," 2,947 ", 2 ," 2,524 ", 3 ," 5,121 ",,,,,
075007, 2 , 696 , 2 , 929 , 1 , 936 , 1 , 950 , 1 , 935 ,,, 3 , 211 , 6 , 813 , 1 ," 1,700 ", 2 , 732 , 1 , 582 , 2 ," 1,147 ", 1 ," 1,161 ", 3 ," 1,345 ",,,,, 1 , 977 , 2 ," 4,627 ", 4 ," 3,863 ", 2 ," 2,323 ", 3 ," 4,567 ",,,
075008,,,,,,,,,,,,,,,,,,,,,,, 5 ," 2,168 ", 17 ," 2,194 ", 1 , 741 ,,,,,,,,, 1 ," 4,392 ",,, 1 ," 7,147 ",,,
075009, 4 ," 1,193 ", 3 ," 1,583 ", 2 , 923 , 2 ," 1,250 ", 5 ," 1,144 ", 1 , 353 ,,, 6 , 864 , 8 ," 1,189 ", 11 ," 1,199 ", 5 ," 1,203 ", 8 ," 2,066 ", 6 ," 2,952 ", 22 ," 2,616 ", 2 ," 3,138 ", 3 ," 3,578 ", 2 ," 2,685 ", 2 ," 5,130 ",,, 1 ," 5,543 ", 4 ," 5,322 ", 1 ," 6,451 ",
075010, 7 ," 2,017 ", 2 ," 1,545 ", 5 ," 1,380 ", 6 ," 1,311 ", 3 ," 1,096 ",,,,,,,,, 1 ," 1,877 ", 4 ," 1,442 ", 2 ," 1,539 ",,, 2 ," 1,897 ", 1 ," 3,589 ", 2 ," 3,786 ",,,,,,,,, 2 ," 5,192 ",,,
075011, 8 , 704 , 4 , 754 , 2 ," 1,755 ",,,,, 1 , 682 ,,,,, 1 , 936 ,,, 2 , 957 , 2 ," 1,707 ", 1 ," 1,984 ",,,,, 5 ," 1,788 ", 3 ," 2,617 ", 6 ," 4,157 ", 2 ," 4,947 ",,, 1 ," 3,894 ",,,
075012,,,,,,,,,,,,,,, 4 , 808 ,,,,,,, 9 ," 1,711 ",,,,, 1 ," 3,148 ", 6 ," 3,104 ", 5 ," 3,717 ", 1 ," 4,622 ",,, 4 ," 4,011 ", 2 ," 5,596 ",,,
075013, 3 ," 1,389 ",,, 1 , 614 , 6 , 452 , 17 , 541 , 3 , 957 , 4 , 458 , 4 , 872 , 10 , 615 , 5 ," 1,031 ", 2 ," 1,074 ", 2 ," 1,438 ", 1 ," 1,778 ", 23 ," 1,979 ", 8 ," 1,973 ", 10 ," 3,060 ", 10 ," 3,550 ", 5 ," 3,536 ", 1 ," 3,704 ", 6 ," 4,027 ", 2 ," 4,585 ", 2 ," 6,825 ",
075014, 2 , 754 , 2 , 644 , 2 , 649 , 2 ," 1,062 ", 3 , 822 , 3 ," 1,076 ", 2 , 759 , 5 , 587 , 4 ," 1,089 ",,, 8 ," 1,162 ", 3 ," 1,015 ", 4 ," 1,519 ", 3 ," 1,301 ", 2 ," 1,946 ", 3 ," 2,571 ", 1 ," 1,860 ", 2 ," 3,259 ", 2 ," 3,761 ", 6 ," 4,686 ", 3 ," 4,538 ", 1 ," 6,407 ",
075015, 1 , 525 , 1 , 638 ,,, 2 ," 1,464 ",,,,, 1 , 848 , 3 , 928 , 3 , 826 , 5 , 907 ,,,,,,, 1 ," 1,492 ",,, 2 ," 2,439 ", 3 ," 3,397 ", 2 ," 3,215 ", 1 ," 2,739 ", 2 ," 4,320 ", 6 ," 5,586 ", 1 ," 5,192 ",
075017,,, 2 , 586 , 1 ," 1,333 ", 4 , 460 , 2 , 934 , 5 ," 1,001 ", 4 , 920 , 2 , 639 , 1 , 509 , 5 , 746 , 1 ," 1,258 ", 4 , 874 , 1 ," 1,330 ", 7 ," 1,511 ", 3 ," 1,820 ", 2 ," 1,696 ", 1 ," 1,468 ", 3 ," 2,198 ", 8 ," 2,628 ", 1 ," 5,335 ",,,,,
075018, 13 , 884 , 1 ," 1,423 ", 2 , 415 , 1 , 751 , 1 , 508 , 4 , 672 , 23 , 410 , 2 ," 1,083 ", 1 , 675 , 5 , 781 , 1 ," 1,247 ", 1 ," 1,199 ", 4 ," 1,018 ", 4 ," 2,211 ", 3 ," 2,161 ", 2 ," 2,731 ", 7 ," 3,062 ", 18 ," 2,944 ", 3 ," 3,869 ", 12 ," 4,990 ", 4 ," 5,279 ", 3 ," 4,804 ",
075019,,,,,,,,, 3 , 518 , 19 , 446 , 2 ," 1,034 ",,, 1 ," 1,379 ",,,,,,,,,,, 1 ," 2,150 ",,,,, 2 ," 2,240 ", 2 ," 3,420 ", 1 ," 4,515 ",,,,,
075020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ,, 13 ,, 22 ,, 5 ,, 1 ,,,,
075024,,, 1 , 920 , 1 ," 1,234 ",,,,,,,,,,,,, 8 ," 1,223 ", 1 , 494 ,,, 1 ," 2,179 ",,, 2 ," 1,255 ", 16 ," 3,144 ", 13 ," 3,267 ", 1 ," 3,693 ", 1 ," 1,719 ",,,,,,,
075025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 4,420 ", 6 ," 5,651 ", 1 ,,
075028, 6 ," 1,022 ", 2 , 967 , 4 ," 1,004 ", 2 , 823 ,,, 3 ," 1,040 ", 3 , 901 , 3 , 874 , 3 , 925 , 2 ," 1,252 ", 1 ," 1,429 ", 1 ," 1,868 ", 1 ," 1,971 ",,, 4 ," 2,603 ", 3 ," 2,255 ", 5 ," 3,406 ", 4 ," 3,107 ", 3 ," 4,325 ",,, 3 ," 3,903 ",,,
075034,,,,,,, 2 ,,,,,,,,,, 7 , 574 , 2 ," 1,205 ", 1 , 949 ,,, 1 ," 2,619 ",,,,, 2 ," 1,774 ", 3 ," 1,869 ", 1 ," 1,773 ", 1 ," 4,302 ", 1 ," 1,835 ", 2 ," 3,852 ",,,
075036, 14 ," 1,098 ", 27 ," 1,339 ", 1 , 954 , 1 , 897 , 1 , 944 , 1 , 137 , 8 , 673 , 6 , 724 , 3 , 539 , 2 ," 1,212 ", 1 , 266 , 4 , 754 , 12 ," 1,708 ", 8 ," 1,880 ", 3 ," 1,641 ", 15 ," 2,861 ", 8 ," 3,736 ", 12 ," 2,999 ", 8 ," 2,934 ", 2 ," 3,694 ", 3 ," 4,299 ",,,
075037, 12 , 804 , 9 , 749 , 10 , 722 , 10 , 825 , 9 , 756 , 8 , 784 , 4 , 849 , 5 , 860 , 5 , 773 , 12 , 935 , 5 , 990 , 8 , 802 , 19 ," 1,025 ", 5 ," 2,296 ", 26 ," 2,230 ", 20 ," 2,671 ", 4 ," 2,356 ", 1 ," 3,990 ", 3 ," 4,202 ", 1 ," 5,459 ", 4 ," 5,249 ", 1 ," 4,854 ",
075039,,,,,,,,,,,,, 2 , 579 ,,, 1 , 984 ,,, 1 , 707 , 1 ," 1,211 ",,,,,,,,,,, 1 ," 2,899 ",,,,,,,,,
075040, 2 ," 1,170 ", 6 , 814 , 5 , 783 , 1 , 725 , 3 , 508 , 6 , 345 , 17 , 536 , 14 , 554 , 5 , 972 , 6 , 741 , 7 , 992 , 13 , 984 , 7 ," 1,564 ", 6 ," 1,400 ", 6 ," 1,402 ", 2 ," 1,442 ", 1 ," 3,643 ", 5 ," 4,747 ", 6 ," 3,975 ", 2 ," 3,854 ", 5 ," 4,481 ", 1 ," 5,087 ",
075041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7 ," 3,219 ", 2 ," 3,243 ", 1 ," 4,662 ", 11 ," 3,839 ", 5 ," 4,268 ",,,,,
075042, 3 ," 2,094 ", 10 ," 1,044 ",,, 3 , 362 , 4 , 172 , 13 , 325 , 8 , 712 , 27 ," 1,422 ", 20 ," 1,278 ", 5 , 709 , 18 , 837 , 11 ," 1,015 ", 13 ," 1,163 ", 7 ," 1,554 ", 14 ," 1,823 ", 15 ," 1,766 ", 10 ," 2,587 ", 12 ," 4,349 ", 18 ," 3,332 ", 11 ," 4,699 ", 6 ," 3,043 ",,,
075043,,,,,,,,,,, 1 ,, 2 , 766 ,,, 1 , 722 ,,, 1 , 575 ,,,,, 2 ," 2,380 ",,,,,,, 1 , 821 , 2 ," 3,695 ", 1 ," 5,996 ",,, 1 ," 1,915 ",
075045,,,,,,,,, 1 , 714 , 1 , 714 , 1 , 536 , 1 , 580 ,,, 1 , 801 ,,,,,,, 3 ," 1,382 ", 1 ," 1,057 ", 2 ," 2,446 ", 3 ," 2,733 ", 1 ," 4,221 ",,, 1 ," 4,162 ", 1 ," 5,973 ",,,
075048,,,,,,,,,,,,,,,,,,,,, 1 , 502 , 6 , 603 , 6 ," 1,278 ", 1 , 717 , 2 ," 2,194 ",,,,, 3 ," 2,501 ",,,,, 1 ," 4,575 ",,,
075050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 2,496 ",,, 1 ," 5,962 ", 3 ," 4,126 ",,,
075052,,,,,,,,,,,,,,,,,,,,,,,,, 10 ," 2,618 ", 2 ," 3,958 ",,,,,,,,,,,,,,,,,
075060,,,,,,,,,,,,, 7 ," 1,016 ",,,,,,,,,,,,,,,,,,, 9 ," 3,402 ", 2 ," 3,624 ", 1 ," 3,291 ",,,,,,,
075061,,,,,,,,,,, 3 , 776 , 2 , 487 , 13 , 349 , 3 , 342 , 1 , 563 , 9 , 579 , 4 ," 1,068 ", 5 ," 1,175 ", 8 ," 1,701 ", 14 ," 1,510 ", 1 ," 3,684 ", 3 ," 2,616 ",,,,, 4 ," 4,958 ", 1 ," 3,840 ",,,
075062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2 ," 2,662 ",,,,, 2 ," 5,489 ",,,,,
075080,,,,,,,,,,,,, 1 , 602 ,,, 1 , 723 ,,, 2 , 764 , 2 ," 1,066 ", 1 ," 1,513 ", 2 ," 2,031 ",,, 20 ," 1,477 ", 2 ," 2,404 ", 3 ," 2,971 ", 2 ," 2,712 ",,,,,,,
075081,,, 1 ," 1,077 ", 2 ," 1,028 ",,, 1 , 714 , 3 , 227 , 6 , 386 , 13 , 518 , 13 , 676 , 10 , 821 , 2 , 824 , 1 ," 1,438 ", 8 ," 1,493 ", 3 ," 1,731 ", 1 ," 2,701 ", 1 ," 3,223 ", 2 ," 3,503 ", 2 ," 4,132 ", 2 ," 1,821 ", 4 ," 2,850 ", 2 ," 4,944 ", 2 ," 4,629 ",
075082, 4 , 469 , 1 , 597 , 8 , 622 , 1 , 284 ,,, 2 , 543 ,,, 2 , 668 ,,, 7 , 390 , 2 , 101 , 7 , 201 , 10 , 66 , 1 , 129 ,,, 3 ," 1,906 ", 2 ," 2,236 ", 2 ," 3,326 ",,,,,,,,,
075083,,, 1 ," 1,076 ",,,,,,,,,,,,,,,,,,, 3 ," 1,253 ", 3 ," 1,471 ", 7 ," 2,195 ", 2 ," 2,302 ", 16 ," 2,338 ", 7 ," 3,288 ",,,,,,, 4 ," 5,102 ", 1 ," 5,721 ",
075607,,,,,,,,,,,,,,,,,,,,,,,,, 6 ," 2,228 ", 9 ," 2,552 ", 4 ," 3,139 ",,, 2 ," 3,429 ", 1 ,, 3 ," 4,370 ",,,,, 1 ," 4,188 ",
075612, 9 ," 1,077 ", 9 , 968 , 5 , 704 , 9 , 764 , 6 , 695 , 9 , 766 , 14 , 640 , 22 , 721 , 19 , 691 , 17 , 884 , 15 , 881 , 15 , 814 , 22 ," 1,185 ", 12 ," 1,401 ", 5 ," 1,066 ", 10 ," 1,974 ", 8 ," 2,360 ", 7 ," 2,466 ", 2 ," 2,840 ", 5 ," 3,237 ", 4 ," 3,622 ",,,
075643,,, 2 ," 1,064 ",,,,,,, 1 , 854 ,,,,, 3 ," 1,169 ", 12 ," 1,114 ", 12 , 795 , 3 ," 1,582 ", 1 ," 1,254 ", 5 ," 1,921 ", 1 ," 2,191 ", 1 ," 2,005 ",,,,, 1 ," 5,070 ", 2 ," 5,335 ", 1 ," 4,211 ", 1 ," 5,301 ",
076053,,,,,,, 7 ," 1,756 ",,, 3 , 752 ,,,,, 2 ," 1,004 ",,, 1 ," 1,055 ",,,,, 1 ," 1,429 ",,, 6 ," 2,695 ", 26 ," 2,686 ", 15 ," 3,031 ", 7 ," 3,010 ", 12 ," 3,111 ", 4 ," 2,893 ",,,
076054, 5 , 691 , 2 , 805 , 1 , 641 , 3 , 643 , 2 , 698 , 2 , 623 ,,, 2 , 436 , 3 , 605 , 1 , 603 , 2 , 745 , 3 , 783 , 7 ," 1,191 ", 7 ," 1,781 ", 2 ," 1,872 ", 4 ," 1,942 ", 4 ," 2,303 ", 1 ," 4,405 ", 7 ," 3,416 ", 3 ," 3,782 ", 3 ," 4,138 ",,,
076055, 8 ," 1,201 ", 6 , 990 , 3 , 402 , 4 , 561 , 3 , 190 , 1 , 492 , 5 , 556 , 5 , 522 , 34 ," 1,331 ", 29 , 653 , 16 , 901 , 27 ," 1,239 ", 32 ," 1,478 ", 27 ," 1,299 ", 7 ," 1,320 ", 4 ," 1,581 ", 2 ," 2,667 ", 3 ," 1,774 ", 10 ," 2,954 ", 12 ," 2,761 ", 6 ," 3,336 ", 1 ," 2,680 ",
076085,,,,,,,,,,,,,,,,,,,,,,,,, 43 ," 1,333 ", 7 ," 2,165 ", 6 ," 2,751 ",,, 1 ," 2,972 ", 3 ," 4,700 ", 7 ," 4,484 ", 1 ," 5,672 ", 2 ," 5,098 ", 3 ," 5,526 ",
076086,,,,,,,,,,,,,,,,,,,,,,, 30 ," 2,962 ", 6 ," 3,099 ",,,,,,,,, 2 ," 4,539 ",,,,, 1 ," 5,096 ",,,
076089,,,,,,,,,,,,,,,,,,, 1 ," 1,090 ", 4 ," 1,304 ", 2 ," 1,600 ",,,,,,,,,,,,, 1 ," 2,827 ", 1 ," 6,070 ", 1 ," 5,616 ",,,
076092, 1 , 980 , 26 , 806 , 65 , 909 , 21 , 912 , 4 ," 1,620 ", 2 , 673 , 7 , 952 , 24 , 472 , 10 , 725 , 11 , 727 , 5 , 977 , 13 ," 1,014 ", 10 ," 1,297 ", 1 ," 1,734 ", 4 ," 1,634 ", 4 ," 1,853 ", 1 ," 1,351 ", 2 ," 3,730 ", 2 ," 3,405 ", 1 ," 2,104 ", 4 ," 3,961 ",,,
076105,,, 24 ," 1,010 ", 22 ," 1,295 ",,, 1 , 706 ,,, 1 , 213 , 5 , 462 , 3 , 650 , 4 , 553 , 3 , 707 , 3 ," 1,138 ", 3 ," 1,234 ", 3 ," 1,965 ", 10 ," 2,743 ", 28 ," 3,209 ", 7 ," 3,386 ", 16 ," 3,556 ", 6 ," 3,857 ", 12 ," 3,833 ", 6 ," 4,941 ", 1 ," 3,276 ",
076106,,,,, 13 ," 1,253 ",,,,, 1 ," 1,714 ", 13 ," 1,350 ", 6 , 860 , 7 , 386 , 1 , 400 , 1 , 778 ,,, 3 ," 1,039 ", 3 ," 1,417 ", 1 ," 1,108 ", 2 ," 1,560 ", 1 ," 1,421 ", 4 ," 2,280 ",,, 2 ," 3,257 ", 1 ," 4,757 ",,,
076134,,, 1 ," 1,227 ", 4 , 940 , 2 , 940 , 2 , 875 , 4 , 830 , 3 , 815 , 1 , 899 , 11 , 900 , 4 , 900 , 21 ," 1,226 ", 10 , 981 , 9 ," 1,453 ", 4 ," 2,484 ", 2 ," 1,687 ", 1 ," 2,769 ", 1 , 818 , 2 ," 2,452 ", 2 ," 4,115 ", 1 ," 4,698 ",,,,,
076137,,,,,,,,,,,,,,,,,,, 2 , 742 , 9 , 828 , 1 , 917 , 2 ," 1,543 ", 5 ," 1,889 ", 3 ," 1,990 ", 7 ," 2,049 ", 5 ," 2,637 ", 2 ," 3,060 ", 1 ," 2,955 ", 1 ," 2,929 ", 2 ," 1,889 ",,,
076144, 1 , 438 ,,, 2 , 472 , 3 , 409 , 3 , 111 , 1 , 331 , 6 , 783 , 2 , 174 , 2 , 495 , 5 , 703 , 3 ," 1,154 ", 6 ," 1,033 ", 2 , 958 , 1 , 959 , 1 ," 2,295 ", 3 ," 1,225 ", 1 ," 2,455 ", 3 ," 2,447 ", 1 ," 1,330 ", 1 ," 1,387 ", 2 ," 4,042 ", 1 ," 2,803 ",
076145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 12 ," 3,046 ", 19 ," 2,586 ", 3 ," 2,446 ",,, 1 ," 2,401 ", 1 ," 4,245 ",,,
076146, 2 , 719 ,,, 4 , 937 , 11 ," 1,289 ", 12 ," 1,447 ", 10 ," 1,369 ", 9 ," 1,424 ",,, 2 ," 1,089 ",,, 1 , 819 , 3 ," 1,039 ", 5 ," 1,001 ", 7 ," 1,077 ", 10 ," 2,001 ", 11 ," 2,205 ", 7 ," 2,093 ", 6 ," 2,271 ", 2 ," 2,072 ", 5 ," 3,120 ", 7 ," 2,211 ", 1 ," 3,514 ",
076187,,,,, 25 ," 1,191 ", 2 ," 1,222 ", 1 , 228 ,,, 5 , 576 , 13 , 592 , 1 , 917 , 2 , 634 , 2 , 845 , 9 , 775 , 6 ," 1,356 ", 3 ," 1,541 ",,, 2 ," 1,782 ", 1 ," 2,900 ", 1 ," 5,859 ", 11 ," 6,561 ", 1 ," 6,380 ", 2 ," 3,279 ",,,
076189,,,,,,,,,,,,,,,,,,, 2 ," 1,245 ", 2 ," 1,245 ",,,,,,,,,,,,,,,,,,, 12 ," 4,664 ", 3 ," 5,062 ",
076201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7 ," 3,902 ",,, 1 ,,
076202,,,,,,,,,,,,,,,,,,,,,,,,,,, 2 ," 2,103 ", 10 ," 2,199 ", 4 ," 2,265 ",,, 1 ," 3,600 ", 1 ," 5,148 ",,,,,,,
076203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 2,306 ", 15 ," 3,805 ", 5 ," 3,221 ", 1 ," 4,563 ", 1 ," 5,194 ",,,
076204, 2 ," 1,032 ",,, 2 , 974 , 4 , 588 ,,,,,,,,, 2 , 826 ,,,,,,, 4 ," 1,105 ", 7 ," 2,151 ", 7 ," 2,388 ", 3 ," 2,245 ", 7 ," 3,255 ", 2 ," 4,066 ", 3 ," 3,886 ",,, 3 ," 4,794 ",,,
076205,,,,,,,,,,, 1 , 489 , 1 , 885 ,,, 1 ," 1,041 ", 4 , 715 , 16 , 912 , 14 , 937 , 2 ," 1,277 ", 8 ," 1,617 ", 5 ," 1,658 ", 1 ," 2,684 ", 3 ," 2,372 ", 4 ," 2,873 ", 4 ," 2,857 ", 1 ," 5,401 ", 4 ," 3,781 ", 2 ," 4,237 ",
076207,,,,,,,,,,,,, 1 , 966 , 2 ," 1,110 ",,,,,,,,,,,,, 2 ," 2,100 ", 55 ," 3,664 ", 13 ," 3,608 ", 1 ," 3,755 ",,, 1 ," 2,743 ",,,,,
076208, 3 , 676 , 1 , 313 ,,, 1 , 480 , 1 , 348 , 1 , 936 ,,, 2 , 620 , 4 , 547 , 2 , 526 ,,, 1 , 856 , 3 ," 1,448 ",,, 1 ," 1,604 ", 2 , 846 ,,,,,,,,, 5 ," 4,645 ", 2 ," 5,833 ",
076235, 6 ," 1,435 ", 1 , 268 , 3 , 407 ,,, 2 , 269 ,,, 4 , 503 , 14 , 489 , 13 , 696 , 7 , 476 , 4 , 767 , 6 , 809 , 1 ," 1,477 ", 8 ," 1,329 ", 7 ," 1,744 ", 19 ," 2,456 ", 9 ," 2,348 ", 8 ," 2,730 ", 6 ," 3,201 ", 5 ," 3,192 ", 4 ," 4,192 ", 2 ," 4,237 ",
076236,,,,, 1 ," 1,364 ",,,,,,,,,,,,, 7 ," 1,803 ", 3 ," 1,269 ",,, 4 ," 1,420 ", 5 ," 1,372 ", 4 ," 1,620 ", 9 ," 1,603 ", 33 ," 3,754 ",,,,, 3 ," 4,282 ", 2 ," 4,081 ", 1 ," 4,969 ",
076239,,,,, 1 , 455 , 3 ," 1,025 ", 2 , 546 ,,, 2 , 283 , 2 , 445 , 7 , 509 , 1 , 739 , 3 , 527 , 8 , 829 , 5 ," 1,268 ", 7 ," 1,965 ", 28 ," 2,469 ", 11 ," 2,845 ", 10 ," 3,666 ", 8 ," 1,961 ", 8 ," 4,738 ", 13 ," 3,659 ",,,,,
076240, 9 , 467 , 17 ," 1,178 ", 1 ," 1,238 ", 3 , 716 ,,,,, 3 , 381 , 1 , 294 , 1 , 433 , 1 , 866 , 4 , 400 , 2 , 720 , 5 ," 1,178 ", 2 ," 1,403 ", 2 , 671 , 1 ," 1,356 ", 6 ," 1,795 ", 6 ," 3,033 ", 4 ," 2,511 ", 3 ," 2,795 ",,,,,
076242,,,,, 10 , 245 , 2 , 729 ,,,,, 2 , 529 , 1 , 622 , 1 , 855 , 2 , 762 , 2 , 805 , 1 , 839 ,,,,,,,,,,, 2 ," 2,142 ", 2 ," 5,286 ", 7 ," 5,002 ", 3 ," 5,072 ",,,
076243,,,,,,, 1 , 693 , 3 , 624 ,,,,,,,,, 3 ," 1,015 ",,, 2 ," 1,055 ", 2 ," 1,207 ", 2 ," 2,152 ",,, 1 ," 1,628 ", 3 ," 2,251 ", 1 ," 3,263 ",,, 4 ," 3,788 ", 2 ," 4,975 ", 1 ," 5,842 ",
076613,,, 1 ," 1,105 ", 1 , 849 ,,,,,,,,,,,,, 1 , 803 ,,, 1 ," 1,078 ",,,,,,, 1 ," 2,174 ", 1 ," 2,430 ", 3 ," 3,283 ", 8 ," 5,530 ", 3 ," 5,404 ",,,,,
076622, 16 , 916 , 4 ," 1,429 ", 1 , 592 , 6 ,, 8 ,, 2 ,, 2 , 627 , 9 , 737 , 8 , 394 , 3 , 337 , 1 ,, 4 , 514 ,,, 2 ," 1,246 ", 2 ," 1,275 ", 5 ," 1,825 ",,, 1 ," 1,664 ",,, 1 ," 3,763 ",,,,,
076623, 1 ," 1,196 ", 5 ," 1,049 ", 2 ," 1,850 ", 1 , 830 ,,,,,,, 2 , 434 , 1 ," 1,086 ", 2 , 844 , 1 , 279 , 2 , 762 , 1 ," 1,006 ", 2 ," 1,989 ", 1 ," 2,208 ", 1 ," 1,312 ",,, 1 ," 3,911 ", 2 , 729 , 2 ," 4,496 ", 1 ," 5,468 ",,,
076624,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 2,279 ", 4 ," 2,413 ", 6 ," 2,529 ", 2 ," 3,605 ", 2 ," 4,910 ", 1 ," 2,245 ", 1 ," 5,479 ", 2 ," 5,168 ", 1 ,,
076644, 2 , 758 , 2 ," 1,075 ", 2 , 626 ,,,,, 1 , 896 ,,,,, 1 , 245 , 1 , 617 , 1 ," 1,244 ", 2 , 654 , 2 ," 1,578 ", 2 ," 1,946 ",,,,,,,,,,,,, 3 ," 3,714 ",,,
076649, 1 ," 1,122 ", 2 , 920 ,,,,,,,,, 11 , 358 , 1 , 342 , 2 , 510 , 4 , 820 , 1 , 766 , 2 ," 1,363 ",,, 3 ," 1,675 ", 1 , 292 , 2 ," 2,398 ", 3 ," 2,946 ", 6 ," 5,063 ", 25 ," 4,946 ", 2 ," 2,304 ", 2 ," 5,078 ", 1 ," 5,313 ",
076650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 ," 2,721 ",,,,,,,,,,,,,
077197, 15 , 873 , 11 , 920 , 5 , 906 , 36 , 813 , 20 , 720 , 28 , 672 , 5 , 688 , 3 , 679 , 22 , 898 , 20 , 585 , 10 , 604 , 22 , 774 , 13 , 911 , 32 , 920 , 3 ," 1,721 ", 3 ," 1,666 ", 8 ," 1,948 ", 5 ," 2,375 ", 2 ," 2,308 ", 4 ," 2,762 ", 4 ," 2,704 ", 1 ," 2,444 ",
077273, 2 , 869 , 2 , 908 , 3 ," 1,047 ",,,,, 1 , 870 ,,,,,,,,, 1 , 842 , 4 , 798 , 6 , 834 , 8 ," 1,019 ", 2 ," 1,030 ",,, 1 ," 2,359 ",,,,,,,,, 1 ," 2,862 ",
077274, 2 ," 1,494 ", 3 ," 1,564 ", 2 , 967 , 2 ," 1,139 ", 4 ," 1,006 ", 1 , 870 , 1 ," 2,329 ", 3 ," 1,584 ", 1 ," 1,089 ", 4 ," 1,643 ", 1 ," 1,016 ", 2 ," 1,298 ", 1 ," 1,395 ", 9 ," 1,893 ", 2 ," 2,124 ", 2 ," 1,770 ", 1 ," 2,514 ", 1 ," 3,208 ",,, 1 ," 7,583 ", 1 ," 9,838 ",,,
077275, 8 , 869 , 2 ," 1,176 ", 2 ," 1,319 ", 2 ," 1,191 ", 4 , 917 , 2 ," 1,312 ", 2 , 967 , 2 ," 1,373 ", 1 , 850 , 5 , 899 , 1 , 691 , 3 , 806 , 2 , 920 , 9 ," 1,356 ", 5 ," 1,695 ", 2 ," 2,181 ", 2 ," 1,660 ", 1 ," 3,103 ", 2 ," 4,608 ", 1 ," 3,097 ",,, 1 ," 5,208 ",
077276, 2 , 869 , 4 , 869 , 1 , 869 , 3 , 978 , 1 , 870 , 1 , 870 , 4 , 985 ,,, 3 , 931 , 1 , 754 , 1 , 871 , 2 ," 1,020 ",,, 15 ," 1,107 ", 1 ," 1,883 ", 2 ," 1,808 ",,,,, 2 ," 3,115 ", 1 ," 4,091 ", 1 ," 4,719 ",,,
